"age","work_class","education","marital_status","occupation","race","sex","hours_per_week","income_class"
28,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Female",28,">50K"
55,"Private","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",53,">50K"
33,"Private","Bachelors","Never-married","Prof-specialty","White","Female",45,">50K"
46,"Local-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
46,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
44,"Self-emp-inc","Masters","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
60,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",65,">50K"
29,"Private","Assoc-acdm","Never-married","Prof-specialty","White","Female",40,">50K"
52,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Female",40,">50K"
39,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,">50K"
68,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
29,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",55,">50K"
58,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
44,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",70,">50K"
50,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
62,"Local-gov","HS-grad","Married-civ-spouse","Other-service","White","Male",40,">50K"
40,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
41,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
35,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",52,">50K"
40,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
47,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
63,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
52,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
46,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Black","Male",38,">50K"
43,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
28,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
27,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Black","Female",40,">50K"
36,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
61,"Private","Assoc-acdm","Married-civ-spouse","Sales","White","Male",40,">50K"
39,"Private","HS-grad","Separated","Exec-managerial","White","Male",40,">50K"
53,"Local-gov","Prof-school","Never-married","Prof-specialty","White","Female",50,">50K"
34,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Female",32,">50K"
57,"Federal-gov","Prof-school","Divorced","Exec-managerial","Black","Male",55,">50K"
45,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",43,">50K"
42,"Local-gov","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",45,">50K"
38,"Private","Bachelors","Separated","Exec-managerial","White","Male",45,">50K"
30,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
50,"Private","Bachelors","Divorced","Exec-managerial","White","Male",55,">50K"
45,"Private","Assoc-acdm","Widowed","Tech-support","White","Male",40,">50K"
33,"Federal-gov","Assoc-acdm","Divorced","Exec-managerial","White","Male",50,">50K"
40,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
44,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Black","Male",50,">50K"
47,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Female",40,">50K"
34,"Private","Bachelors","Divorced","Sales","White","Female",50,">50K"
50,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
44,"Private","Bachelors","Divorced","Exec-managerial","White","Male",50,">50K"
37,"Self-emp-not-inc","Doctorate","Never-married","Prof-specialty","White","Male",45,">50K"
49,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",65,">50K"
35,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",80,">50K"
47,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Black","Female",35,">50K"
35,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
27,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",80,">50K"
39,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",20,">50K"
61,"Federal-gov","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
39,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
49,"Private","Bachelors","Never-married","Exec-managerial","White","Female",56,">50K"
41,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",45,">50K"
45,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
37,"Private","Bachelors","Divorced","Exec-managerial","White","Female",45,">50K"
29,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
68,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
52,"Federal-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
46,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",65,">50K"
44,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",29,">50K"
41,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
38,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",55,">50K"
66,"Private","Bachelors","Married-civ-spouse","Other-service","White","Male",40,">50K"
43,"Federal-gov","Bachelors","Never-married","Exec-managerial","White","Male",40,">50K"
42,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Farming-fishing","White","Male",60,">50K"
44,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",32,">50K"
52,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Female",30,">50K"
30,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
58,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",20,">50K"
51,"Private","HS-grad","Married-civ-spouse","Tech-support","White","Male",40,">50K"
54,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
44,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
61,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Farming-fishing","White","Male",20,">50K"
52,"Local-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
44,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,">50K"
41,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
39,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",35,">50K"
43,"Local-gov","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
49,"Federal-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
41,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Female",40,">50K"
40,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
38,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
68,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",50,">50K"
33,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",43,">50K"
32,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",32,">50K"
42,"Private","Masters","Never-married","Exec-managerial","White","Female",50,">50K"
42,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
54,"State-gov","Doctorate","Never-married","Exec-managerial","White","Female",50,">50K"
51,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
41,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
47,"Private","HS-grad","Married-civ-spouse","Sales","White","Female",38,">50K"
25,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",84,">50K"
38,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",50,">50K"
40,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",32,">50K"
51,"Private","HS-grad","Divorced","Adm-clerical","White","Female",24,">50K"
39,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
44,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
40,"Private","Assoc-acdm","Divorced","Exec-managerial","White","Female",40,">50K"
33,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
48,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",20,">50K"
47,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",65,">50K"
50,"Private","Bachelors","Divorced","Exec-managerial","White","Male",55,">50K"
42,"State-gov","Doctorate","Divorced","Prof-specialty","White","Female",60,">50K"
36,"State-gov","Prof-school","Married-civ-spouse","Prof-specialty","White","Female",50,">50K"
49,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
60,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
45,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
61,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
42,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
38,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
62,"Self-emp-not-inc","Bachelors","Divorced","Prof-specialty","White","Female",40,">50K"
43,"State-gov","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",50,">50K"
48,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","Black","Male",40,">50K"
46,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","Black","Male",40,">50K"
36,"State-gov","Bachelors","Married-civ-spouse","Adm-clerical","White","Female",20,">50K"
33,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
53,"Local-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
39,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
40,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
37,"State-gov","Bachelors","Never-married","Adm-clerical","White","Female",40,">50K"
43,"Federal-gov","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",40,">50K"
30,"Private","Bachelors","Married-civ-spouse","Other-service","White","Female",40,">50K"
55,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
42,"Private","Prof-school","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
50,"Self-emp-not-inc","Masters","Married-civ-spouse","Sales","White","Male",55,">50K"
62,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
53,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",48,">50K"
37,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
63,"Self-emp-inc","Masters","Divorced","Prof-specialty","White","Male",70,">50K"
28,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
40,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Male",36,">50K"
37,"Self-emp-inc","Assoc-acdm","Married-civ-spouse","Sales","White","Male",40,">50K"
45,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
69,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",12,">50K"
57,"Self-emp-inc","HS-grad","Married-civ-spouse","Prof-specialty","Black","Male",60,">50K"
48,"Private","Masters","Divorced","Exec-managerial","White","Male",50,">50K"
48,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
40,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
34,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
26,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Female",45,">50K"
44,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
30,"Private","Bachelors","Never-married","Exec-managerial","White","Female",45,">50K"
64,"Self-emp-inc","Assoc-acdm","Married-civ-spouse","Sales","White","Male",50,">50K"
30,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
37,"State-gov","Prof-school","Married-civ-spouse","Prof-specialty","White","Female",39,">50K"
37,"Federal-gov","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Female",40,">50K"
50,"Self-emp-inc","Masters","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
29,"Federal-gov","HS-grad","Married-civ-spouse","Tech-support","White","Male",40,">50K"
38,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Female",50,">50K"
50,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",75,">50K"
58,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
52,"Self-emp-inc","Masters","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
48,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
35,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
53,"Federal-gov","Bachelors","Divorced","Exec-managerial","Black","Female",50,">50K"
61,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Female",38,">50K"
41,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
44,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
39,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
55,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
46,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",45,">50K"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
36,"Self-emp-not-inc","Masters","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
65,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",35,">50K"
35,"Private","Bachelors","Never-married","Sales","White","Female",45,">50K"
37,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Female",40,">50K"
48,"State-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",35,">50K"
43,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
51,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
62,"State-gov","Bachelors","Divorced","Prof-specialty","White","Male",40,">50K"
53,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
51,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",47,">50K"
29,"Self-emp-not-inc","Prof-school","Divorced","Prof-specialty","White","Male",60,">50K"
52,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",60,">50K"
29,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",25,">50K"
48,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",35,">50K"
56,"Private","Masters","Married-civ-spouse","Adm-clerical","White","Male",80,">50K"
48,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
36,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
